# m1_source m2_source a1 a2 costilt1 costilt2 ecc
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
5.123456926628740860e+01 2.543122265460709386e+01 3.130384709231964768e-02 1.605599618035244772e-02 -4.646075594832674294e-02 -1.630021563658936024e-01 0.1
